627,"Urządzenia dla telegrafii"
629,"Pozostałe urządzenia tele- i radiotechniczne"
63,"URZĄDZENIE ELEKTROENERGETYCZNE PRZETWÓRCZE I ZASILAJĄCE"
630,"Transformatory"
631,"Zespoły prostownikowe"
632,"Kondensatory statyczne"
633,"Baterie stacjonarnych akumulatorów elektrycznych"
634,"Baterie akumulatorów elektrycznych zasadowych"
64,"DŹWIGI I PRZENOŚNIKI"
640,"Dźwigi osobowe i towarowe"
641,"Dźwigniki, wciągarki i wciągniki przejezdne i nieprzejezdne, kołowroty, wyciągniki itp."
642,"Żurawie (dźwigi przeładunkowe)"
643,"Przenośniki ogólnego zastosowania"
644,"Przenośniki kopalniane"
645,"Przenośniki powietrzne i wodne"
646,"Suwnice i wsadzarki"
647,"Przesuwnice, obrotnice i wywrotnice"
648,"Tory, towarowe kolejki linowe i dźwignice linowe"
65,"URZĄDZENIA PRZEMYSŁOWE"
650,"Przekładnie"
652,"Urządzenia wentylacyjne"
653,"Urządzenia klimatyzacyjne"
654,"Urządzenia do oczyszczania wody"
655,"Urządzenia do oczyszczania gazów"
656,"Urządzenia do odpopielania i odżużlania"
657,"Akumulatory hydrauliczne"
658,"Urządzenia do oczyszczania ścieków"
659,"Pozostałe urządzenia przemysłowe, gdzie indziej niesklasyfikowane"
66,"URZĄDZENIA NIEPRZEMYSŁOWE"
660,"Wagi pojazdowe, wagonowe i inne wbudowane"
661,"Urządzenia pralni i farbiarni"
662,"Urządzenia i aparaty projekcyjne"
663,"Urządzenia przeciwpożarowe"
664,"Urządzenia i aparatura do przeprowadzania badań technicznych"
668,"Urządzenia techniczne teatralne"
669,"Pozostałe urządzenia nieprzemysłowe"
68,"POZOSTAŁE URZĄDZENIA TECHNICZNE"
681,"Kontenery"
682,"Nadwozia wymienne"
7,"ŚRODKI TRANSPORTU"
70,"TABOR KOLEJOWY NAZIEMNY"
700,"Tabor kolejowy naziemny"
71,"TABOR KOLEJOWY PODZIEMNY"
710,"Tabor kolejowy podziemny"
72,"TABOR TRAMWAJOWY"
720,"Tabor tramwajowy"
73,"POZOSTAŁY TABOR SZYNOWY NAZIEMNY"
730,"Pozostały tabor szynowy naziemny"
74,"POJAZDY MECHANICZNE"
740,"Motocykle, przyczepy i wózki motocyklowe"
741,"Samochody osobowe"
742,"Samochody ciężarowe"
743,"Samochody specjalne"
744,"Pojazdy samochodowe przeznaczone konstrukcyjnie do przewozu dziewięciu lub więcej osób, włączając kierowcę"
745,"Trolejbusy i samochody o napędzie elektrycznym"
746,"Ciągniki"
747,"Naczepy"
748,"Przyczepy"
75,"TABOR KONNY"
750,"Tabor konny"
76,"POZOSTAŁY TABOR BEZSZYNOWY"
760,"Wózki jezdniowe z pomostem stałym o napędzie elektrycznym (akumulatorowe)"
761,"Wózki jezdniowe podnośnikowe z nisko podnoszoną platformą o napędzie elektrycznym (akumulatorowe)"
762,"Wózki jezdniowe podnośnikowe, mechaniczne, wysokiego podnoszenia (widłowe) o napędzie elektrycznym (akumulatorowe)"
763,"Wózki jezdniowe podnośnikowe, mechaniczne, wysokiego podnoszenia (widłowe) o napędzie spalinowym"
764,"Wózki jezdniowe transportowe ze stałą platformą i żurawiem o napędzie elektrycznym (akumulatorowe)"
768,"Pozostałe wózki jezdniowe"
77,"TABOR PŁYWAJĄCY"
770,"Tabor transportu morskiego"
771,"Tabor rybołówstwa morskiego"
772,"Tabor techniczny i ratowniczy morski"
773,"Tabor transportu śródlądowego"
774,"Tabor techniczny i ratowniczy śródlądowy"
778,"Pozostały tabor pływający"
78,"TABOR LOTNICZY"
780,"Samoloty"
781,"Śmigłowce"
782,"Szybowce"
783,"Balony"
788,"Pozostałe środki transportu lotniczego"
79,"POZOSTAŁE ŚRODKI TRANSPORTU"
790,"Pozostałe środki transportu"
8,"NARZĘDZIA, PRZYRZĄDY, RUCHOMOŚCI I WYPOSAŻENIE, GDZIE INDZIEJ NIESKLASYFIKOWANE"
80,"NARZĘDZIA, PRZYRZĄDY, RUCHOMOŚCI I WYPOSAŻENIE, GDZIE INDZIEJ NIESKLASYFIKOWANE"
800,"Narzędzia, przyrządy, sprawdziany itp."
801,"Wyposażenie, aparaty i sprzęt laboratoryjny"
802,"Wyposażenie, aparaty i sprzęt medyczny"
803,"Wyposażenie techniczne dla prac biurowych"
804,"Wyposażenie i sprzęt cyrkowy"
805,"Wyposażenie i sprzęt kin, teatrów i innych placówek kulturalno-oświatowych"
806,"Kioski, budki, baraki, domki campingowe itp."
808,"Pozostałe narzędzia, przyrządy, ruchomości i wyposażenie, gdzie indziej niesklasyfikowane"
9,"INWENTARZ ŻYWY"
90,"INWENTARZ ŻYWY"
900,"Inwentarz żywy"
